//JASDF and Imperial Japanese aircraft. Scale is probably okay
1889, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1889, , , , , , 0.078, //Panavia Tornado,
1890, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1890, , , , , , 0.078, //Dassault Mirage 4000,
1891, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1891, , , , , , 0.078, //SEPECAT Jaguar,
1892, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1892, , , , , , 0.078, //KAI T-50,
1893, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1893, , , , , , 0.078, //AIDC F-CK-1,
1894, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1894, , , , , , 0.078, //Douglas F4D Skyray,
1895, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1895, , , , , , 0.078, //Mikoyan-Gurevich MiG-25,
1896, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1896, , , , , , 0.078, //Sukhoi Su-25,
1897, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1897, , , , , , 0.078, //Boeing KC-135 Stratotanker,
1899, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1899, , , , , , 0.078, //British Aerospace Harrier,
1902, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1902, , , , , , 0.078, //Airbus A330 MRTT,
1903, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1903, , , , , , 0.078, //North American F-108 Rapier,
1905, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1905, , , , , , 0.078, //Boeing 737 Wedgetail,
1906, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1906, , , , , , 0.078, //Boeing P8 Poseidon,
1907, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1907, , , , , , 0.078, //Sukhoi Su-24,
1908, 15, , , , 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , 2, , , , , , , , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1908, , , , , , 0.078, //Northrop F-5,
